FormID	EDID	FULL	Kind	DESC	QuestType	Flags	Priority	Location	StageCount	ObjectiveCount	AliasCount	Scripts	FragmentFile	GMRWRefs	SourceFile
00583D14	E06_Colossus	Event: A Colossal Problem	Event	What horrors lurk at the bottom of Monongah Mine?	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	90	MonongahMineIntLocation "Monongah Mine" [LCTN:005A4E33]	16	5	33	DefaultEventQuest ; defaultquestencounterwavescript ; Quests:E06_Colossus:QuestScript	Fragments:Quests:QF_E06_Colossus_00583D14	00631206:QuestReward_E06_Colossus_Stage9000_01:GMRW	SeventySix.esm
005FE4D7	BS02_E01_Metal	Event: Test Your Metal	Event	Help the Brotherhood of Steel team survive the Metal Dome.	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	0		21	16	32	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; Quests:BS02_E01_Metal:QuestScript ; Quests:_Default:PlayMusicScript	Fragments:Quests:QF_BS02_E01_Metal_005FE4D7	006311BC:QuestReward_BS02_E01_Metal_Stage9000_01:GMRW ; 00640158:QuestReward_BS02_E01_Metal_Stage401:GMRW ; 00640159:QuestReward_BS02_E01_Metal_Stage601:GMRW ; 008A5B82:QuestReward_E09D_MostWanted_Stage230:GMRW	SeventySix.esm
006173A1	E07A_Mothman	Event: The Mothman Equinox	Event	Perform a ritual to summon the Wise Mothman at the height of his power.	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50		60	19	56	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; Quests:E07_Mothman:QuestScript ; Quests:RA:SpawnBigfootPartyCrasher	fragments:quests:qf_e07_mothman_006173a1	00631208:QuestReward_E07A_Mothman_Stage9000_01:GMRW	SeventySix.esm
00617D40	XPD_Template_Mission	Expedition: Template	Expedition	Expeditions_Template	Expedition	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Saves Completion ; Can Be Rejected When Active ; Disable Greeting Precheck ; Is Random Encounter	100		40	7	24	Expeditions:Master ; Expeditions:ObjectiveRandomizer ; QUESTS:_Default:SetStageOnEnterInstancedLoc	Fragments:Quests:QF_Expeditions_Template_00617D40	0063C6CF:TEMPLATE_QuestReward_XPD_Stage5600_01:GMRW	SeventySix.esm
00620F7B	E07B_Invaders	Event: Invaders From Beyond	Event	Defend Appalachia against a mysterious force from the stars!	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50		20	15	35	defaultcounterquesta ; defaultcounterquestb ; defaultcounterquestc ; DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; Quests:E07B_Invaders:ProgressBarScript ; Quests:E07B_Invaders:QuestScript ; Quests:RA:SpawnBigfootPartyCrasher ; Quests:_Default:ChooseRandomLocation ; Quests:_Default:WeatherOverrideScript	Fragments:Quests:QF_E07B_Invaders_00620F7B	00631209:QuestReward_E07B_Invaders_Stage260_01:GMRW ; 0063120A:QuestReward_E07B_Invaders_Stage310_01:GMRW ; 0063120B:QuestReward_E07B_Invaders_Stage9000_01:GMRW	SeventySix.esm
006216DA	E08A_Moonshine	Event: Moonshine Jamboree	Event	Help Moonshiner Ned defend the stills and make some moonshine.	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50		28	15	24	DefaultCounterQuest ; DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestGiveReputation ; DefaultQuestRemovePlayersScript ; Quests:RA:SpawnBigfootPartyCrasher ; Quests:_Default:PlayMusicScript	Fragments:Quests:QF_E08A_Moonshine_006216DA	00638EA0:E08A_Moonshine_QuestReward_Stage1500_01:GMRW	SeventySix.esm
0062403D	XPD_Template_Example01_Mission	Expedition: Template	Expedition	Expeditions_Template	Expedition	Run Once ; Exclude from dialogue export ; Warn on Alias Fill Failed ; Has Dialogue Data ; Saves Completion ; Can Be Rejected When Active ; Disable Greeting Precheck ; Is Random Encounter	100		42	7	35	defaultquestencounterwavescript ; Expeditions:AmbientEWS ; Expeditions:Master ; Expeditions:ModuleStageReferencer ; Expeditions:ObjectiveRandomizer ; QUESTS:_Default:SetStageOnEnterInstancedLoc	Fragments:Quests:QF_Expeditions_Template_Exam_0062403D	0063C6CE:TEMPLATE_QuestReward_XPD_Example01_Stage5600_01:GMRW	SeventySix.esm
0063461B	E09A_Launcher	Event: Seismic Activity	Event	A showdown with a wasteland horror at the Nuka Launcher Coaster!	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	90	LocMTRNukaWorldOnTourLocation "Nuka-World On Tour" [LCTN:00674C7E]	18	6	36	DefaultEventQuest ; defaultquestencounterwavescript ; E09A_QuestScript ; NWOTQuestRewardNukacadePointsScript	fragments:quests:qf_e09a_launcher_0063461b	0067733B:QuestReward_E09A_Launcher_Stage900_01:GMRW	SeventySix.esm
00634B0B	E09B_Wheel	Event: Spin The Wheel	Event	Join Bottle and Cappy's exciting game show over at the circus tent.	Public Event	Allow Repeat Stages ; Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50		36	24	60	DefaultCounterQuest ; DefaultEventQuest ; DefaultQuestRemovePlayersScript ; E09B_MobWaves ; E09B_Script ; NWOTQuestRewardNukacadePointsScript ; Quests:_Default:PlayMusicScript ; STW_QAHelper_Script	Fragments:Quests:QF_E09B_Wheel_00634B0B	0067D46F:QuestReward_E09B_Wheel_Stage10000_01:GMRW	SeventySix.esm
00635BAE	test_Vharbison_E01RobotRager	Event: Robot Spring Break	Event	Kick this party down a notch...	None	Run Once ; Exclude from dialogue export ; Repeats Conditions ; Has Dialogue Data ; Unique Instance ; Uses Custom Expire Time ; Not Autotracked	50		23	12	40	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; Quests:Test:test_Vharbison_RobotRager	Fragments:Quests:QF_test_Vharbison_E01RobotRa_00635BAE		SeventySix.esm
006431CE	E08B_EvictionNotice	Event: Eviction Notice	Event	A Foundation Outpost has been attacked by Super Mutants and needs help.	Public Event	Allow Repeat Stages ; Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50	SubRegionMountains25Location "Savage Divide" [LCTN:00338739]	17	8	28	DefaultCounterQuest ; DefaultEventQuest ; defaultquestemergencybroadcastscript ; defaultquestencounterwavescript ; DefaultQuestGiveReputation ; DefaultQuestRemovePlayersScript ; E08B_EvictionNoticeScript	fragments:quests:qf_e08b_evictionnotice_006431ce	00647B2C:E08B_Eviction_QuestReward_Stage9000_01:GMRW	SeventySix.esm
00645E00	XPD_Mission_ModuleTest	Expedition: Template	Expedition	Expeditions_Template	Expedition	Run Once ; Exclude from dialogue export ; Warn on Alias Fill Failed ; Has Dialogue Data ; Saves Completion ; Can Be Rejected When Active ; Disable Greeting Precheck ; Is Random Encounter	100		101	37	132	defaultquestencounterwavescript ; Expeditions:AmbientEWS ; Expeditions:Master ; Expeditions:MissionModuleTestQuest ; Expeditions:ObjectiveModule_Assassination ; Expeditions:ObjectiveModule_CarryAndThrow ; Expeditions:ObjectiveModule_CraftAndPlace ; Expeditions:ObjectiveModule_DefendNPC ; expeditions:objectivemodule_downloaddata ; Expeditions:ObjectiveModule_FreePrisoners ; Expeditions:ObjectiveModule_RepelEnemies ; Expeditions:ObjectiveModule_SignalTracker ; Expeditions:ObjectiveModule_SolveLocks ; Expeditions:ObjectiveRandomizer ; Expeditions:RespawnPointManager ; QUESTS:_Default:SetStageOnEnterInstancedLoc	Fragments:Quests:QF_XPD_Mission_ModuleTest_00645E00		SeventySix.esm
0065B0A8	E09C_LoveTunnel	Event: Tunnel Of Love	Event	The Tunnel of Love is out of commission! Help Mr. Lovely fix up the attraction.	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50		15	9	58	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; DefaultSetStageOnQuestTimerEnd ; E09C_QuestScript ; NWOTQuestRewardNukacadePointsScript ; Quests:_Default:PlayMusicScript	Fragments:Quests:QF_E09C_LoveTunnel_0065B0A8	00664D60:QuestReward_E09C_LoveTunnel_Stage9000_01:GMRW	SeventySix.esm
0065E071	E09D_MostWanted	Event: Most Wanted	Event	Come on down to the Wild West Showdown and rob a town for a rootin', lootin' yee-haw time!	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	90	LocMTRNukaWorldOnTourLocation "Nuka-World On Tour" [LCTN:00674C7E]	29	5	48	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; E09D_GWWS_QuestScript ; NWOTQuestRewardNukacadePointsScript ; Quests:RA:SpawnPartyCrasher ; Quests:_Default:PlayMusicScript	Fragments:Quests:QF_E09D_GWWS_0065E071	0065E291:QuestReward_E09D_MostWanted_Stage1100_01:GMRW	SeventySix.esm
0068F383	MOON_Ambush	Event: Beasts of Burden	Event	Help Luca infiltrate a cultist camp and retrieve his stolen cargo!	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	90	LocSacramentalGladeLocation "Sacramental Glade" [LCTN:000616AB]	15	9	38	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; moon_ambush_questscript ; Quests:RA:SpawnBigfootPartyCrasher ; Quests:_Default:PlayMusicScript	Fragments:Quests:QF_76BM_Ambush_0068F383	006980D3:QuestReward_MOON_Ambush_Stage5000:GMRW	SeventySix.esm
00690659	MOON_MSignals	Event: Safe and Sound	Event	Blue Ridge needs help retaking one of their pitstops.	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	90	LocMountainsMiddleMountainCabinsLocation "Middle Mountain Pitstop" [LCTN:002955D1]	29	11	82	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; MOON_Herd_QuestScript ; Quests:RA:SpawnBigfootPartyCrasher ; Quests:_Default:PlayMusicScript	fragments:quests:qf_moon_herd_00690659	0069FB67:QuestReward_MOON_MSignals_Stage1000:GMRW ; 008553F8:zzzQuestReward_BURN_E02_SinkholeStage9000:GMRW	SeventySix.esm
006AD506	Storm_RegionBoss	Event: Neurological Warfare	Event	Something is happening at the Weather Station, you should go check it out.	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	90		13	6	30	DefaultEventQuest ; defaultquestemergencybroadcastscript ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; DefaultSetStageOnQuestTimerEnd ; Quests:Storm:RegionBoss:RegionBossQuestScript	Fragments:Quests:QF_Storm_RegionBoss_006AD506	006FBAA7:QuestReward_Storm_RegionBoss_Stage9000:GMRW ; 0077082C:QuestReward_Storm_DangerousPastimes_Stage9000:GMRW ; 0080A089:Burn_E01_QuestReward_GearinUp:GMRW ; 008591C6:Burn_ChallengeReward_Claim_StarlightDriveIn_MoviePoster:GMRW	SeventySix.esm
006FD072	NPE_DQ01_BetterTomorrow	Daily: A Better Tomorrow	Daily	Help the Responders keep the peace in the Forest.	Daily	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Saves Completion ; Can Be Rejected When Active ; Uses Custom Expire Time ; Not Autotracked	50		22	9	30	defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; Quests:_Default:ChooseRandomLocation ; QUESTS:_Default:SetStageOnEnterInstancedLoc	Fragments:Quests:QF_NPE_DQ01_BetterTomorrow_006FD072	0072BC1B:NPE_QuestReward_DQ01_ABetterTomorrow:GMRW	SeventySix.esm
00733DB5	Storm_E01_Dangerous	Event: Dangerous Pastimes	Event	Some settlers require help with their thrill-seeking activities.	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50		18	7	30	defaultcounterquesta ; DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; quests:_default:progressbar:masterscript ; Storm_E01_Dangerous ; Storm_E01_LightningStrikes	Fragments:Quests:QF_Storm_E01_Dangerous_00733DB5		SeventySix.esm
0077FA14	MN2_Quest_Mischief	Event: Mischief Night	Event	Rampage through Rapidan Camp!	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	90		24	15	62	defaultcounterquesta ; DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; MN2_QuestScript ; Quests:RA:SpawnPartyCrasher ; quests:_default:progressbar:masterscript	fragments:quests:qf_mn2_quest_mischief_0077fa14	00790D6F:QuestReward_MN2_Stage9000:GMRW	SeventySix.esm
0079AA0F	SSE_BigBloom	Event: The Big Bloom	Event	Pick flowers for the elderly in a blossoming minefield.	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50		21	11	48	DefaultEventQuest ; defaultquestemergencybroadcastscript ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; Quests:RA:SpawnBigfootPartyCrasher ; SSE_BigBloom_QuestScript	Fragments:Quests:QF_SSE_BigBloom_0079AA0F	0079B962:QuestReward_SSE_BigBloom_Stage9000:GMRW	SeventySix.esm
007B95E1	Fishing_BigFish	Daily: Big Fish in a Small Pond	Daily	Grab a rod and scour Appalachia's waters for fish!	Daily	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Saves Completion ; Can Be Rejected When Active ; Uses Custom Expire Time ; Not Autotracked	50		17	10	17	DefaultQuestRemovePlayersScript ; Fishing_BigFish_QuestScript	Fragments:Quests:QF_Fishing_BigFish_007B95E1	007B95FF:Fishing_BigFish_Reward:GMRW	SeventySix.esm
007F1E8A	Burn_E01_Gear	Event: Gearin' Up	Event	Help the Rust King's Beastmaster armor up and train a Deathclaw	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50	SubRegionBurningSprings16Location "Burning Springs" [LCTN:007D6A9A]	28	15	41	Burn_PublicEvent_HelperScript ; defaultapplyspell ; DefaultDepositItem ; DefaultEmoteObjective ; DefaultEventQuest ; DefaultItemCollection ; DefaultKillObjective ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; DefaultSetStageOnQuestTimerEnd ; DefaultSpawnAnyObject ; Quests:_Default:PlayMusicScript	Fragments:Quests:QF_Burn_Quest_PE_007F1E8A	008750DA:Burn_E01_QuestReward_GearinUp_Emote:GMRW	SeventySix.esm
0080BFD0	Burn_E02_Sinkhole	Event: Sinkhole Solutions	Event	Willow requires assistance in ending an infestation.	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	50	LocBurnSinkholeLocation "Tycoon Lake" [LCTN:0080BFF1]	27	13	77	defaultapplyspell ; defaultcounterquesta ; defaultcounterquestb ; defaultcounterquestc ; DefaultEventQuest ; DefaultKillObjective ; defaultquestemergencybroadcastscript ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript ; DefaultSetStageOnQuestTimerEnd ; DefaultSpawnAnyObject ; Quests:_Default:PlayMusicScript ; quests:_default:progressbar:masterscript ; Quests:_Default:WeatherOverrideScript	Fragments:Quests:QF_Burn_E02_Sinkhole_0080BFD0		SeventySix.esm
0082446B	zzzBurn_BountyHunt_Public_Test	Event: For Testing Specific HeadHunts	Event	This is the public head hunt testing event	Public Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Saves Completion ; Uses Custom Expire Time ; Not Autotracked	60		9	4	13	DefaultEventQuest ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript	Fragments:Quests:QF_Burn_BountyHunt_Public_Te_0082446B		SeventySix.esm
008A45D9	QDLBarbara_Lesson06	Event: A Feast Fit for a King	Event	Prepare a bloody banquet for the Fishing Festival's guest of honor!	Event	Run Once ; Warn on Alias Fill Failed ; Has Dialogue Data ; Unique Instance ; Always Tracked ; Uses Custom Expire Time ; Not Autotracked	60		18	6	31	DefaultEventQuest ; defaultquestemergencybroadcastscript ; defaultquestencounterwavescript ; DefaultQuestRemovePlayersScript	Fragments:Quests:QF_QDLBarbara_Lesson06_008A45D9		SeventySix.esm
